asli;olah;target
Sudah panik kafe yg  didatangi rame kalau ga masih tutup, padahal mau rapat. Eh, Ga sengaja nemu 20s Cafe- selain a… https://t.co/cKjOGttYGd;"Sudah panik kafe yg  didatangi rame kalau ga masih tutup, padahal mau rapat. Eh, Ga sengaja nemu 20s Cafe- selain adem, sepi, dan first time nyobain Lovender (coffee based), wenak poll 😭

Semoga ga knpa2, abis ntes vaksin minum kopi (dah lama ga ngopi soale ;))";neutral
"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy 

#SyariahSumberKeberkahan… https://t.co/g3JguW4bxt";"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://baperanews.com/indonesia-kembali-terima-vaksin-covid-19-sebanyak-52-juta-dosis 

#SyariahSumberKeberkahan
LEE JENO THANK YOU
#PLNMobile
#922StarsForSeungmin
#SemuaMakinMudah
Vaksin Lindungi Indonesia
Partai
#스트레이키즈
";neutral
Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19 https://t.co/pNg8GmpRzW;Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19;neutral
@KAI121 @AdiAwk Kalau belun dapat kuota vaksin gimana min?;;neutral
@overtee_ Aku cuman punya kartu vaksin😭;;positive
Ibuk aku kesambet apa mau vaksin. Dah lama ayo ayo in ngasih babibu ga digubris, pagi pagi tiba-tiba semangat mau vaksi.;;positive
"Sama kaya vaksin pertama
Langsung demam tinggi + pusing. Rawan marah marah gakjelas";;positive
"INDIVIDU YANG SUDAH MELENGKAPKAN VAKSINASI NAMUN BELUM MENERIMA SIJIL DIGITAL BOLEH MENGGUNAKAN KAD VAKSIN

Sumber… https://t.co/HMOewXO0H3";;neutral
Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19 https://t.co/spAIvmDqfS;Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19;positive
Polsek Bekasi Utara melaksanakan Gelar Vaksinasi Merdeka Tahap.2 dengan membuka 12 gerai Vaksin serentak tersebar d… https://t.co/eH2gepANQ5;Polsek Bekasi Utara melaksanakan Gelar Vaksinasi Merdeka Tahap.2 dengan membuka 12 gerai Vaksin serentak tersebar di kecamatan Bekasi utara dengan target menuntaskan warga yang belum tervaksin dalam kegiatannya mendapat Asistensi dari Polda Metro jaya http://Kompol.Darmo.SH.;neutral
Vaksin sakit gak si?;;neutral
@khansaadn @Im59676099 @FFOODFESS Penciuman anehnya setelah vaksin atau sebelumnya? Worry aku mau vaksin huhu;;negative
Kalo pengen vaksin, terus ngakunya vaksin pertama padahal seharusnya tuh dosis kedua ketahuan gak sih 🤔;;neutral
@hafidzandini waaa akhirnya. sebagai ibu yg giat vaksin aku sangat menunggu 😂;;neutral
@ccalmvne itu kayaknya emg bawaan bukan efek vaksin;;positive
@TimpalBali DM aku aja kalo ada yang butuh info vaksin daerah gianyar 🙋🏻‍♀️;;positive
@Humas_Respasbar Ayo vaksin;;positive
besok vaksin😀;;positive
serius nanya, kalo pusing gitu bole vaksin ga si....;;neutral
"Lagi screening vaksin

👩 siang, di cek dulu ya
👦 iyaa, kak lu anak umj ya?
👩 hah? Iyaa Kok tau?
👦 iyaa kaya pernah… https://t.co/qjbA8cax2L";;positive
@__Sridiana_3va Sudah vaksin Anti tetanus dok.;;neutral
IH GUA KMRIN KN VAKSIN TUH MASA BESOK VAKSIN LAGI;;negative
"@PLindungi @pedulilindungi  gatau mana yg bener

INI GIMANA WOY, GUA MAU TATAP MUKA KULIAH GABISA GEGARA SERTIF VAK… https://t.co/sUTtFsgaCx";;neutral
"Penjelasan BMKG Terkait Hujan Es yang Melanda Bogor dan Depok https://t.co/u25B1hCdQ7 

#SyariahSumberKeberkahan
LE… https://t.co/kWA6CxK838";"Penjelasan BMKG Terkait Hujan Es yang Melanda Bogor dan Depok https://baperanews.com/penjelasan-bmkg-terkait-hujan-es-yang-melanda-bogor-dan-depok 

#SyariahSumberKeberkahan
LEE JENO THANK YOU
#PLNMobile
#922StarsForSeungmin
#SemuaMakinMudah
Vaksin Lindungi Indonesia
Partai
#스트레이키즈";neutral
Habis vaksin, ngantoook;;positive
"Betul tu, lebih selesa dekat rumah sendiri kan? 😌

#mstar 
#mstar210922 

https://t.co/2UGJs3J3Bf";;neutral
@kkjrrr akhirnya vaksin;;positive
Buru-buru vaksin dosis 2 buat ngehindarin PCR semoga ga sakit biar pas rapid ga reaktif🤧;;positive
Kementerian Sains, Teknologi dan Inovasi (MOSTI) akan memantapkan ekosistem pembangunan vaksin negara dalam usaha m… https://t.co/PeWvwrzuZs;"Kementerian Sains, Teknologi dan Inovasi (MOSTI) akan memantapkan ekosistem pembangunan vaksin negara dalam usaha membangunkan vaksin keluaran tempatan, kata Menterinya Datuk Seri Dr Adham Baba.
";neutral
Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19 https://t.co/ulacexx5is;Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19;positive
@HahaMarrr tah ah taktau ah, yg aku tau aku nak vaksin;;positive
@drkiesx kemarin gua vaksin kedua malah ga kenapa kenapa;;positive
Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19 https://t.co/aVCDzZvAa1;Kegiatan Vaksin Merdeka di Wilayah Polsek Cilaku Polres Cianjur utk mengurangi covid 19;positive
@Mykariena vaksin 2 bln depan?;;neutral
@pentolanSJ Emang harus langsung istirahat kalo abis vaksin;;neutral
"Jangan lengah, jangan jumawa. Tetap taat prokes dan 5M ya. Yang sdh saatnya vaksin, segera vaksinasi yaa..

Yuk, In… https://t.co/o4j8r2NqVX";;positive
@deowoon Ppih dah vaksin blum..;;neutral
Pejam2 dh vaksin HAHAHAH . Semut gigit sakit lagi;;positive
Harapannya dengan disuntik vaksin masyarakat Kabupaten Tegal bisa membantu pemerintah dalam memerangi angka Covid-1… https://t.co/Mc5m3no1v0;"Harapannya dengan disuntik vaksin masyarakat Kabupaten Tegal bisa membantu pemerintah dalam memerangi angka Covid-19.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
"UPDATE PENDATAAN VAKSIN BAGI MAHASISWA UNY

Bagi mahasiswa UNY yang belum vaksin silakan melalukan pendaftaran mela… https://t.co/c41N1zNg52";;neutral
Rakyat Malay­sia bakal menikmati pergerakan lebih bebas termasuk merentas negeri berikutan 80 pe­ratus golongan dew… https://t.co/X5WRK2tcQj;Rakyat Malay­sia bakal menikmati pergerakan lebih bebas termasuk merentas negeri berikutan 80 pe­ratus golongan dewasa lengkap menerima suntikan vak­sin.;neutral
Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.… https://t.co/K9mGNdngE1;"Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";neutral
Kementerian Sains, Teknologi dan Inovasi (MOSTI) akan memantapkan ekosistem pembangunan vaksin negara dalam usaha m… https://t.co/4mH36C0BEd;"Kementerian Sains, Teknologi dan Inovasi (MOSTI) akan memantapkan ekosistem pembangunan vaksin negara dalam usaha membangunkan vaksin keluaran tempatan, kata Menterinya, Datuk Seri Dr Adham Baba.

@DrAdhamBaba";neutral
@FWBESS Kalo vaksin udah 2 kali antigen doang;;neutral
@banxnamilkkk nad jangan panik, nanti tensinya tinggi ga jadi vaksin;;positive
Polres Tegal, Kodim Tegal bersama organisasi masyarakat Projo dan Universitas Bhamada Slawi menyelenggarakan kegiat… https://t.co/7LEycDLi3F;"Polres Tegal, Kodim Tegal bersama organisasi masyarakat Projo dan Universitas Bhamada Slawi menyelenggarakan kegiatan vaksin Covid-19 di Gedung Yaumi Slawi, Kabupaten Tegal.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
@jellycanddy kak dadaku juga nyeri hbis vaksin, kmrin kakak gmna biar sembuh?😭;;negative
@PLindungi udah sebulan lebih email ke sertifikat vaksin gara-gara dua sertifikat gue salah semua, SAMPE SEKARANG B… https://t.co/DZYc0xAMst;;negative
Ketua TP-PKK Manado Dorong Percepatan Vaksin Covid-19 https://t.co/HwNN0Xl036;;neutral
@collegemenfess Belum buka lagi buat umum, tapi untuk mahasiswa udah buka. Daftar sehari sebelumnya buat dapet izin… https://t.co/X7mqKCragW;Belum buka lagi buat umum, tapi untuk mahasiswa udah buka. Daftar sehari sebelumnya buat dapet izin masuk, dan harus udah vaksin.;neutral
Pengamanan dan pengawalan kedatangan Vaksin Sinovac dan Vaksin Moderna oleh personil gabungan di Bandara Int'l Supa… https://t.co/k4LTTSKCRK;"Pengamanan dan pengawalan kedatangan Vaksin Sinovac dan Vaksin Moderna oleh personil gabungan di Bandara Int'l Supadio.
#poldakalbarberkibar 
#polreskuburayabersinar 
#PolsekwasBandaraSupadio";neutral
"Siapapun warga sekitar yg ingin menonton langsung PON diwajibkan vaksin dulu.
Setiap org yg akan memasuki Arena PON… https://t.co/D4EGuY7YGy";;neutral
Penyerangan para Mubaligh di beberapa Daerah sangat massif.. bahkan ada yg sampai meregang nyawa. Yg gw lihat adl,… https://t.co/2ovDt5nLnL;Penyerangan para Mubaligh di beberapa Daerah sangat massif.. bahkan ada yg sampai meregang nyawa. Yg gw lihat adl, para pelaku ini ibarat korona, dibutuhkan vaksin (Hukum) utk memahami gerakan korona, sehingg bisa di cegah, utk TDK menginjeksi dan merusak tubuh NKRI.;neutral
@AdilokaTri Bisa donk..bukan hanya penanganannya aja yg diakui dunia vaksinasi nya juga merupakan negara yg memberi… https://t.co/OBOmLDPu9d;"Bisa donk..bukan hanya penanganannya aja yg diakui dunia vaksinasi nya juga merupakan negara yg memberikan vaksin secara gratis 
@jokowi
 kerja kerasmu luar biasa pak Jokowi Mampu Kendalikan Pandemi
#JokowiMampuKendalikanPandemi";neutral
"@Purwaningrum12 Yakin semua bisa kan, tetap patuhi prokes dan jgn lupa vaksin...
Jokowi Mampu Kendalikan Pandemi… https://t.co/aUjNrPCk8r";;positive
Kapolsek Sungai Tarab IPTU Irwan Ali, S.H bersama personil memberikan sosialisasi kepada para pelajar tentang penti… https://t.co/csuwjCU3oJ;"Kapolsek Sungai Tarab IPTU Irwan Ali, S.H bersama personil memberikan sosialisasi kepada para pelajar tentang penting nya vaksin dalam meningkatkan imun tubuh. 

#polrestanahdatar
#humaspolrestanahdatar
";positive
@justaryeon weh nanti lia rengtengtengteng kat orang bagi vaksin kat kau;;neutral
Badanku tidak enak sekali habis vaksin kemarin🥺🥺;;negative
"@airmatabanggarr Engga

Malah aku vaksin 1 pake sinovac itu blom makan samsek pas habis disuntik malah ngantuk berat wkwk";;neutral
@PLindungi bagaimana cara untuk ubah data tanggal lahir yg keliru di kartu vaksin ?;;neutral
@SyahrulSepta Vaksin MRNA only;;neutral
Jumlah vaksin yang sudah terdistribusi oleh Polri sejak Februari 2021 - September 2021 sebanyak 36.729.982 dosis.… https://t.co/FVw05zrHZJ;"Kapolsek Sungai Tarab IPTU Irwan Ali, S.H bersama personil memberikan sosialisasi kepada para pelajar tentang penting nya vaksin dalam meningkatkan imun tubuh. 

#polrestanahdatar
#humaspolrestanahdatar";neutral
@onuonuochii tunggu vaksin 2 ye kita pake kartu as nya;;neutral
"Tetap Waspada Gerakan Eks. HTI dan FPI jangan sampai bikin rusuh lagi

Vaksin Lindungi Indonesia https://t.co/MjRdvwkVAF";;neutral
Indonesia akan kembali kedatangan dua tahap vaksin https://t.co/oRFhnALejr;;neutral
Cakap jelah bagi vaksin based on appointment date???? Apa menyusahkan scheduled walk-in la apa lah. Fakehope je ing… https://t.co/Jq2gyJIiWl;Cakap jelah bagi vaksin based on appointment date???? Apa menyusahkan scheduled walk-in la apa lah. Fakehope je ingat boleh walk in;negative
@FWBESS Ktp, tiket pesawat, surat vaksin (minimal udah yg kedua) sama nanti ada PCR di airport.;;neutral
"Hallo min, sertifikat vaksin 1&amp;2 saya ada kesalahan data di tanggal lahir, saya sudah email tp belum ada balasan juga. Gimana ya ?@PLindungi";;negative
@AREAJULID Efek 80%++ masyarakatnya udah vaksin apa yak?;;neutral
@Askrlfess Nder, saya hari ini vaksin jam 11 kurang. Sampai rumah jam 12 lebih langsung mandi keramas. Ndak masalah… https://t.co/HNjo7D3qNV;Nder, saya hari ini vaksin jam 11 kurang. Sampai rumah jam 12 lebih langsung mandi keramas. Ndak masalah. Lengan juga ndak kenapa-napa. Ndak usah takut.;positive
#BuletinBernama : Sekurang-kurangnya 308,000 remaja berumur lingkungan 12 hingga 17 tahun telah menerima dos pertam… https://t.co/fTKYglsTpS;#BuletinBernama : Sekurang-kurangnya 308,000 remaja berumur lingkungan 12 hingga 17 tahun telah menerima dos pertama vaksin COVID-19 di seluruh negara sehingga semalam;neutral
vaksin 2 pegel bgt;;negative
@ikhdarisnan Dapat kami informasikan perihal hasil PCR atau sertifikat/kartu vaksin yang belum terinput ke dalam ap… https://t.co/9YYkkDbTp9;Dapat kami informasikan perihal hasil PCR atau sertifikat/kartu vaksin yang belum terinput ke dalam aplikasi Peduli Lindungi, maka dapat dilampirkan dalam bentuk cetak (hardcopy). (2). Terima kasih - Lucas;neutral
@bekasibase Di situ lagi, kemarin temen vaksin pfizer di ciketing udik yang ke2 juga disitu juga. Kayanya dia vaksin setiap Jumat sama Sabtu;;neutral
"#BHNasional Kadar vaksinasi lengkap penduduk Kelantan dijangka mencecah 77 peratus dalam tempoh dua minggu lagi.

https://t.co/SFGxmElFLz";;neutral
@ikhdarisnan Halo kak @ikhdarisnan Dapat kami informasikan untuk rute penerbangan CGK-DPS dapat melampirkan hasil n… https://t.co/4WmrCB2kIn;"Halo kak 
@ikhdarisnan
 Dapat kami informasikan untuk rute penerbangan CGK-DPS dapat melampirkan hasil negatif antigen yang berlaku 1x24 jam dan menunjukkan sertifikat/kartu vaksin dosis lengkap (kedua). (1).";neutral
"@airmatabanggarr Wee dah ada yg pake moderna to...

Iya emang efek sampinge lebih banyak dr vaksin lain";;neutral
@PLindungi Ka, NIK orangtua saya tidak terdaftar di sertifikat vaksin padahal bener NIK nya. jadi setrifikat vaksin gabisa muncul.;;negative
Nelayan Gabion Tunda Melaut Demi Dapatkan Vaksin Dosis 2 Dari TNI AL Lantamal I https://t.co/5G6ms8Ia3I;;neutral
Teringat aku bila KL pya status melebihi 100%, entahlah, mcm best je 93% dah vaksin, tp tu yg berdaftar la kan. Mcm… https://t.co/kfs7D838vB;Teringat aku bila KL pya status melebihi 100%, entahlah, mcm best je 93% dah vaksin, tp tu yg berdaftar la kan. Mcm mana dgn yg x berdaftar?;neutral
Ini vaksin sinovac emang efeknya bikin laper kah?;;positive
@Nadiajimined Reg kt MySejahtera tu pun boleh tp mcm xde function pun act😹 Sbb mmg direct bawa je p ppv just kna tn… https://t.co/46SErMAkf8;Reg kt MySejahtera tu pun boleh tp mcm xde function pun act😹 Sbb mmg direct bawa je p ppv just kna tnggu official announcement frm skola masing2 je..ehhh? pttnya cpt je la Sbb skola rendah darjah 6 je prlu vaksin;neutral
@FWBESS Vaksin 1 sama pcr, klo mau aman vaksin fullll;;positive
"ini efek samping vaksin kedua emng bikin demam &amp; pusing bgini?";;negative
Baru kerasa pegel nya habis di vaksin;;negative
Kepala Dinkes dan KIPI berbalas pantun soal peristiwa ini https://t.co/rWFtAQqFtn;;neutral
YAALLAH BARU PENGUMUMAN AMBIL FORMULIR VAKSIN AJA UDAH MAU PINGSAN. NANTI KALO PAS VAKSIN PINGSAN MALU BANGET SIH PASTI 😭😭😭;;negative
@pr0f1tr0n1 Bu dr Eva klw mau menikah tdk ditanyakan sertifikat vaksin tetapi sertifikat tanah Bu dokter baru diterima jd mantu;;neutral
vaksin dtg sendiri, makan sendiri, ke wc sendiri, order makan sendiri wkwk;;positive
Dengan menurunkan laju infeksi Covid-19 dan memutus mata rantai pandemi Covid-19, kita pun dapat melindungi generas… https://t.co/lsHNmLoBrP;"Dengan menurunkan laju infeksi Covid-19 dan memutus mata rantai pandemi Covid-19, kita pun dapat melindungi generasi selanjutnya dari penderitaan panjang terinfeksi Covid-19 dengan vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
@FWBESS Min vaksin 1 sm pcr doang;;neutral
@JKJAVMY Macam mana nak buat bagi kes seorang penerima vaksin sinovac walk-in first dose pada 27/8/2021 dkt klcc tp… https://t.co/PLpF1I0ncR;Macam mana nak buat bagi kes seorang penerima vaksin sinovac walk-in first dose pada 27/8/2021 dkt klcc tp bila due dos kedua pada 17/9/2021.. Klcc dh tutup.. Adakah trikh akan diberi oleh mysejahtera?;negative
Kodim Ponorogo: Percepatan Vaksin, Kodim 0802/Ponorogo Hari Ini Ge... https://t.co/OG8bAEQoUE;;neutral
@pentolanSJ Iyaa, imun orang beda2 kan, soalnya temenku yg vaksin bareng sama aku efeknya malah dia jadi seneng mak… https://t.co/t8DNYL7XTp;Iyaa, imun orang beda2 kan, soalnya temenku yg vaksin bareng sama aku efeknya malah dia jadi seneng makan. Mamah aku malah gak ngerasain apa-apa, ya mungkin bapaknya pas vaksin imunnya lagi bagus kayak mamahku;positive
@SpiceNesia Temenku vaksin moderna demam nak😂;;negative
@AREAJULID maap mau nanya, kan gua mau daftar vaksin di careprotect ya, tapi pas daftar niknya katanya udah terdaft… https://t.co/BR1kW8FbfU;maap mau nanya, kan gua mau daftar vaksin di careprotect ya, tapi pas daftar niknya katanya udah terdaftar sedangkan gua ga pernah daftar vaksin karna nunggu 3 bulan selesai abis kena covid. apa mungkin niknya dipake orang lain?;negative
2nd dose vaksin ni effect dia sampai demam2;;negative
Abis vaksin boleh minum kafein nggak sih? Ngantuk tapi tugasku deadlinenya jam empat sore😃;;neutral
@Askrlfess Maaf oot, mau nanya. Kalian dari hari daftar sampe hari vaksin nunggunya lama ngga? Punyaku udah 3 mingg… https://t.co/B7vJv7hLfz;Maaf oot, mau nanya. Kalian dari hari daftar sampe hari vaksin nunggunya lama ngga? Punyaku udah 3 minggu masih nunggu jadwal sama lokasi :( ini emang nanti keluar jadwal sama lokasi atau akunya langsung daftar ke tempat vaksinnya langsung?;neutral
@ruruxbutterfly hbs ini gada vaksin ke-3 lagi kan😭;;negative
Masak iya masuk indomaret aja pake sertifikat vaksin :(;;negative
@uinjktofficial Bisa untuk vaksin dosis dua gak min?;;neutral
aku doakan orang yang beli sijil vaksin palsu kena scam;;negative
oke chudey i got fully vaccinated, with the same astrazenecca, yg lucunya w vaksin ada efek gatel2 w pikir psoriasi… https://t.co/T4jQKzV1mV;oke chudey i got fully vaccinated, with the same astrazenecca, yg lucunya w vaksin ada efek gatel2 w pikir psoriasis seperti kata dokter kulit w. ternyta efek vaksin!;positive
@SinarOnline Ambil vaksin kan senang, free je pun..;;positive
@AdiAwk Calon penumpang KA, dengan kondisi kesehatan khusus atau penyakit komorbid yang menyebabkan tidak dapat men… https://t.co/T3D8rUcmbq;Calon penumpang KA, dengan kondisi kesehatan khusus atau penyakit komorbid yang menyebabkan tidak dapat menerima vaksin, dapat menunjukan surat keterangan dokter dari rumah sakit pemerintah ya. Trims. |2;neutral
Manfaat vaksin Covid-19 salah satunya adalah mencegah virus corona menyebar yang memungkinkannya bermutasi dan hing… https://t.co/yXCZxRslUW;"Manfaat vaksin Covid-19 salah satunya adalah mencegah virus corona menyebar yang memungkinkannya bermutasi dan hingga menjadi lebih kebal terhadap vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
"Benda yang dapat ditarik oleh magnet itu (bersifat magnetis) ini terbuat dari besi dan baja,metal.
Kalau vaksin ini… https://t.co/w1JdIifVfo";;neutral
@VeritasArdentur 26 jam setelah vaksin AZ kedua mulai gatal, bagian leher belakang, kemudian bagian belakang badan,… https://t.co/CrK2KLlpvQ;"@VeritasArdentur
 26 jam setelah vaksin AZ kedua mulai gatal, bagian leher belakang, kemudian bagian belakang badan, tengah malam paha bagian dalam & lengan atas mulai biduran, pagi mulai hilang, tp masih ada gatal yg pindah2, kaki & tangan sepertinya memerah";negative
@AdiAwk Selamat siang Kak. Benar, perjalanan KA Lokal dengan rute tersebut saat ini wajib vaksin minimal dosis pert… https://t.co/VZ7hOtViQg;Selamat siang Kak. Benar, perjalanan KA Lokal dengan rute tersebut saat ini wajib vaksin minimal dosis pertama. Info lengkap syarat perjalanan KA dapat dilihat melalui link berikut: http://bit.ly/sknaikkereta. |1;neutral
"VAKSIN ATAU PECAT!!! 

Kalah udah Joseph Stalin kelen buat

#dipaksavaksin
#vaksinataupecat";;positive
@pupmiaw positif c word, gue online lagi, trs gue blm vaksin;;positive
"Baru lepas bawa anak cucuk vaksin MRR2.

#janganpembaris";;positive
@taharudddin @bangZhack86 Iya deeeh....tunggu vaksin Nusantara aja lah;;positive
Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.… https://t.co/1LRFQrWvdQ;"Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";neutral
